Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue,Developmental_stage
SRR7615295,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615296,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615297,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR8368655,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,control,leaf,vegetative
SRR8368656,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,control,leaf,vegetative
SRR8368657,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368658,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368659,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368660,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368661,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368662,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,300,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368663,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,290,PRJNA511671,,B73,control,leaf,vegetative
SRR8368664,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,294,PRJNA511671,,B73,control,leaf,vegetative
SRR8368665,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,293,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368666,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,293,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368667,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,294,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368668,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,294,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368669,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,296,PRJNA511671,,B73,drought,leaf,vegetative
SRR8368670,Illumina HiSeq 3000,PAIRED,2018-12-27T00:00:00Z,296,PRJNA511671,,B73,drought,leaf,vegetative
SRR8490414,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490415,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490416,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490417,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490418,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490419,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490420,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490421,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490422,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490423,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490424,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR8490425,HiSeq X Ten,PAIRED,2020-02-23T00:00:00Z,300,PRJNA517240,,,,leaf,
SRR9185068,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,ear,vegetative
SRR9185069,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,ear,vegetative
SRR9185070,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,leaf,reproductive
SRR9185071,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,leaf,reproductive
SRR9185072,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,ear,reproductive
SRR9185073,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,control,ear,reproductive
SRR9185074,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,ear,vegetative
SRR9185075,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,ear,vegetative
SRR9185076,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,leaf,reproductive
SRR9185077,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,leaf,reproductive
SRR9185078,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,ear,reproductive
SRR9185079,Illumina HiSeq 2000,SINGLE,2019-06-05T00:00:00Z,49,PRJNA545969,,B104,drought,ear,reproductive
SRR10303731,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303732,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303733,Illumina HiSeq 2000,PAIRED,2019-10-19T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303734,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303735,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303736,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303737,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303738,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303739,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303740,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303741,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303742,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303743,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303744,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303745,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303746,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303747,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303748,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303749,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303750,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303751,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303752,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303753,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303754,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303755,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303756,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303757,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303758,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303759,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303760,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303761,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303762,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303763,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303764,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303765,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303766,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303767,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303768,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303769,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303770,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303771,Illumina HiSeq 2000,PAIRED,2019-10-19T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303772,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303773,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303774,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303775,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303776,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303777,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10303778,Illumina HiSeq 2000,PAIRED,2019-10-18T00:00:00Z,300,PRJNA562045,,,,root,
SRR10153100,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104,control,leaf,vegetative
SRR10153101,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104,control,leaf,vegetative
SRR10153102,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104_ZmNF-YA1OE,control,leaf,vegetative
SRR10153103,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104_ZmNF-YA1OE,control,leaf,vegetative
SRR10153104,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866,control,leaf,vegetative
SRR10153105,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866,control,leaf,vegetative
SRR10153106,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866_ZmNF-YA1OE,control,leaf,vegetative
SRR10153107,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866_ZmNF-YA1OE,control,leaf,vegetative
SRR10153108,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,control,leaf,vegetative
SRR10153109,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,control,leaf,vegetative
SRR10153110,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,control,leaf,vegetative
SRR10153111,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,control,leaf,vegetative
SRR10153112,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104,drought,leaf,vegetative
SRR10153113,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104,drought,leaf,vegetative
SRR10153114,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104_ZmNF-YA1OE,drought,leaf,vegetative
SRR10153115,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,49,PRJNA573054,,B104_ZmNF-YA1OE,drought,leaf,vegetative
SRR10153116,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866,drought,leaf,vegetative
SRR10153117,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866,drought,leaf,vegetative
SRR10153118,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866_ZmNF-YA1OE,drought,leaf,vegetative
SRR10153119,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,DH4866_ZmNF-YA1OE,drought,leaf,vegetative
SRR10153120,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,drought,leaf,vegetative
SRR10153121,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,drought,leaf,vegetative
SRR10153122,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,drought,leaf,vegetative
SRR10153123,Illumina HiSeq 2000,SINGLE,2019-09-23T00:00:00Z,50,PRJNA573054,,W22,drought,leaf,vegetative
SRR10993177,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,294,PRJNA604094,,,,floral,
SRR10993178,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,294,PRJNA604094,,,,floral,
SRR10993179,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,294,PRJNA604094,,,,floral,
SRR10993180,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,293,PRJNA604094,,,,floral,
SRR10993181,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,293,PRJNA604094,,,,floral,
SRR10993182,Illumina HiSeq 2500,PAIRED,2021-02-28T00:00:00Z,293,PRJNA604094,,,,floral,
SRR11932804,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL9,drought,leaf,seedling
SRR11932807,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL89,drought,leaf,seedling
SRR11932813,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL81,drought,leaf,seedling
SRR11932816,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL75,drought,leaf,seedling
SRR11932818,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL74,drought,leaf,seedling
SRR11932820,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL70,control,leaf,seedling
SRR11932821,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL70,drought,leaf,seedling
SRR11932822,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,647,drought,leaf,seedling
SRR11932824,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,47,PRJNA637522,,CIMBL7,control,leaf,seedling
SRR11932825,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL7,drought,leaf,seedling
SRR11932826,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL69,control,leaf,seedling
SRR11932828,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL69,drought,leaf,seedling
SRR11932830,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL68,drought,leaf,seedling
SRR11932832,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CIMBL62,control,leaf,seedling
SRR11932834,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL62,drought,leaf,seedling
SRR11932835,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,CIMBL62,drought,leaf,seedling
SRR11932837,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,CIMBL60,drought,leaf,seedling
SRR11932840,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL6,drought,leaf,seedling
SRR11932842,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL59,drought,leaf,seedling
SRR11932846,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL58,drought,leaf,seedling
SRR11932847,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL56,control,leaf,seedling
SRR11932848,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL56,control,leaf,seedling
SRR11932850,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL56,drought,leaf,seedling
SRR11932853,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL55,drought,leaf,seedling
SRR11932857,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL54,drought,leaf,seedling
SRR11932859,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL53,control,leaf,seedling
SRR11932861,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL53,drought,leaf,seedling
SRR11932862,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL52,control,leaf,seedling
SRR11932864,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL52,drought,leaf,seedling
SRR11932865,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL51,control,leaf,seedling
SRR11932867,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL51,drought,leaf,seedling
SRR11932874,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CHUAN48-2,drought,leaf,seedling
SRR11932878,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CHANG72,drought,leaf,seedling
SRR11932881,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CHANG72,drought,leaf,seedling
SRR11932882,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL47,control,leaf,seedling
SRR11932885,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL46,control,leaf,seedling
SRR11932888,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL42,control,leaf,seedling
SRR11932889,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,CIMBL42,drought,leaf,seedling
SRR11932892,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CIMBL40,control,leaf,seedling
SRR11932894,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CIMBL40,drought,leaf,seedling
SRR11932895,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL4,control,leaf,seedling
SRR11932898,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CIMBL32,control,leaf,seedling
SRR11932899,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,CIMBL32,drought,leaf,seedling
SRR11932901,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,4019,control,leaf,seedling
SRR11932903,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL29,drought,leaf,seedling
SRR11932905,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL29,drought,leaf,seedling
SRR11932907,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By855,control,leaf,seedling
SRR11932910,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By813,control,leaf,seedling
SRR11932912,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By813,drought,leaf,seedling
SRR11932914,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,07KS4,control,leaf,seedling
SRR11932916,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,By813,drought,leaf,seedling
SRR11932918,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,43,PRJNA637522,,By809,drought,leaf,seedling
SRR11932919,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By809,drought,leaf,seedling
SRR11932922,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,By804,drought,leaf,seedling
SRR11932924,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By804,drought,leaf,seedling
SRR11932925,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,07KS4,drought,leaf,seedling
SRR11932926,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By804,drought,leaf,seedling
SRR11932929,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,ZZ01,drought,leaf,seedling
SRR11932931,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL28,control,leaf,seedling
SRR11932933,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL28,drought,leaf,seedling
SRR11932935,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL28,drought,leaf,seedling
SRR11932936,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,4019,drought,leaf,seedling
SRR11932938,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CIMBL28,drought,leaf,seedling
SRR11932940,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL27,drought,leaf,seedling
SRR11932941,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL27,drought,leaf,seedling
SRR11932943,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL23,control,leaf,seedling
SRR11932945,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL23,drought,leaf,seedling
SRR11932946,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL23,drought,leaf,seedling
SRR11932948,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,4019,drought,leaf,seedling
SRR11932949,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL22,control,leaf,seedling
SRR11932953,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL22,drought,leaf,seedling
SRR11932955,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,ZHONG69,drought,leaf,seedling
SRR11932956,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By4960,control,leaf,seedling
SRR11932959,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,ZHI41,drought,leaf,seedling
SRR11932961,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Zheng653,control,leaf,seedling
SRR11932963,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Zheng653,drought,leaf,seedling
SRR11932964,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Zheng58,control,leaf,seedling
SRR11932967,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By4960,drought,leaf,seedling
SRR11932969,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,Zheng58,drought,leaf,seedling
SRR11932970,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Zheng58,drought,leaf,seedling
SRR11932972,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,ZHENG35,drought,leaf,seedling
SRR11932973,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,ZHENG35,drought,leaf,seedling
SRR11932976,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,ZB648,drought,leaf,seedling
SRR11932977,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Yu374,control,leaf,seedling
SRR11932979,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL2,drought,leaf,seedling
SRR11932981,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL19,drought,leaf,seedling
SRR11932983,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,303WX,control,leaf,seedling
SRR11932985,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL18,drought,leaf,seedling
SRR11932987,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL17,drought,leaf,seedling
SRR11932988,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL17,drought,leaf,seedling
SRR11932991,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL157,drought,leaf,seedling
SRR11932992,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL153,control,leaf,seedling
SRR11932994,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,303WX,drought,leaf,seedling
